date,bikes_count,bikes_pred,August,December,February,January,July,June,March,May,November,October,September,Weekend,trend,trend_sq,trend_cub
25/08/2018,1383,NA,1,0,0,0,0,0,0,0,0,0,0,1,1347,1814409,2444008923
26/08/2018,1522,NA,1,0,0,0,0,0,0,0,0,0,0,1,1348,1817104,2449456192
27/08/2018,3116,NA,1,0,0,0,0,0,0,0,0,0,0,0,1349,1819801,2454911549
28/08/2018,3412,NA,1,0,0,0,0,0,0,0,0,0,0,0,1350,1822500,2460375000
29/08/2018,2638,NA,1,0,0,0,0,0,0,0,0,0,0,0,1351,1825201,2465846551
30/08/2018,2965,NA,1,0,0,0,0,0,0,0,0,0,0,0,1352,1827904,2471326208
31/08/2018,2565,NA,1,0,0,0,0,0,0,0,0,0,0,0,1353,1830609,2476813977
01/09/2018,2099,NA,0,0,0,0,0,0,0,0,0,0,1,1,1354,1833316,2482309864
02/09/2018,2210,NA,0,0,0,0,0,0,0,0,0,0,1,1,1355,1836025,2487813875
03/09/2018,2180,NA,0,0,0,0,0,0,0,0,0,0,1,0,1356,1838736,2493326016
04/09/2018,3027,NA,0,0,0,0,0,0,0,0,0,0,1,0,1357,1841449,2498846293
05/09/2018,3375,NA,0,0,0,0,0,0,0,0,0,0,1,0,1358,1844164,2504374712
06/09/2018,3285,NA,0,0,0,0,0,0,0,0,0,0,1,0,1359,1846881,2509911279
07/09/2018,2261,NA,0,0,0,0,0,0,0,0,0,0,1,0,1360,1849600,2515456000
08/09/2018,1270,NA,0,0,0,0,0,0,0,0,0,0,1,1,1361,1852321,2521008881
09/09/2018,751,NA,0,0,0,0,0,0,0,0,0,0,1,1,1362,1855044,2526569928
10/09/2018,2433,NA,0,0,0,0,0,0,0,0,0,0,1,0,1363,1857769,2532139147
11/09/2018,2363,NA,0,0,0,0,0,0,0,0,0,0,1,0,1364,1860496,2537716544
12/09/2018,2794,NA,0,0,0,0,0,0,0,0,0,0,1,0,1365,1863225,2543302125
13/09/2018,2680,NA,0,0,0,0,0,0,0,0,0,0,1,0,1366,1865956,2548895896
14/09/2018,2249,NA,0,0,0,0,0,0,0,0,0,0,1,0,1367,1868689,2554497863
15/09/2018,901,NA,0,0,0,0,0,0,0,0,0,0,1,1,1368,1871424,2560108032
16/09/2018,935,NA,0,0,0,0,0,0,0,0,0,0,1,1,1369,1874161,2565726409
17/09/2018,NA,2713,0,0,0,0,0,0,0,0,0,0,1,0,1370,1876900,2571353000
18/09/2018,NA,3100,0,0,0,0,0,0,0,0,0,0,1,0,1371,1879641,2576987811
19/09/2018,NA,2788,0,0,0,0,0,0,0,0,0,0,1,0,1372,1882384,2582630848
20/09/2018,NA,2210,0,0,0,0,0,0,0,0,0,0,1,0,1373,1885129,2588282117
21/09/2018,NA,1889,0,0,0,0,0,0,0,0,0,0,1,0,1374,1887876,2593941624
22/09/2018,NA,1228,0,0,0,0,0,0,0,0,0,0,1,1,1375,1890625,2599609375
23/09/2018,NA,1656,0,0,0,0,0,0,0,0,0,0,1,1,1376,1893376,2605285376
24/09/2018,NA,2484,0,0,0,0,0,0,0,0,0,0,1,0,1377,1896129,2610969633
25/09/2018,NA,2768,0,0,0,0,0,0,0,0,0,0,1,0,1378,1898884,2616662152
26/09/2018,NA,3005,0,0,0,0,0,0,0,0,0,0,1,0,1379,1901641,2622362939
27/09/2018,NA,2971,0,0,0,0,0,0,0,0,0,0,1,0,1380,1904400,2628072000
28/09/2018,NA,2723,0,0,0,0,0,0,0,0,0,0,1,0,1381,1907161,2633789341
29/09/2018,NA,1442,0,0,0,0,0,0,0,0,0,0,1,1,1382,1909924,2639514968
30/09/2018,NA,578,0,0,0,0,0,0,0,0,0,0,1,1,1383,1912689,2645248887
01/10/2018,NA,1843,0,0,0,0,0,0,0,0,0,1,0,0,1384,1915456,2650991104
02/10/2018,NA,2456,0,0,0,0,0,0,0,0,0,1,0,0,1385,1918225,2656741625
03/10/2018,NA,2326,0,0,0,0,0,0,0,0,0,1,0,0,1386,1920996,2662500456
04/10/2018,NA,2408,0,0,0,0,0,0,0,0,0,1,0,0,1387,1923769,2668267603
05/10/2018,NA,1209,0,0,0,0,0,0,0,0,0,1,0,0,1388,1926544,2674043072
06/10/2018,NA,1581,0,0,0,0,0,0,0,0,0,1,0,1,1389,1929321,2679826869
07/10/2018,NA,374,0,0,0,0,0,0,0,0,0,1,0,1,1390,1932100,2685619000
08/10/2018,NA,376,0,0,0,0,0,0,0,0,0,1,0,0,1391,1934881,2691419471
09/10/2018,NA,2552,0,0,0,0,0,0,0,0,0,1,0,0,1392,1937664,2697228288
10/10/2018,NA,2587,0,0,0,0,0,0,0,0,0,1,0,0,1393,1940449,2703045457
11/10/2018,NA,2705,0,0,0,0,0,0,0,0,0,1,0,0,1394,1943236,2708870984
12/10/2018,NA,2441,0,0,0,0,0,0,0,0,0,1,0,0,1395,1946025,2714704875
13/10/2018,NA,1661,0,0,0,0,0,0,0,0,0,1,0,1,1396,1948816,2720547136
14/10/2018,NA,1613,0,0,0,0,0,0,0,0,0,1,0,1,1397,1951609,2726397773
15/10/2018,NA,2488,0,0,0,0,0,0,0,0,0,1,0,0,1398,1954404,2732256792
16/10/2018,NA,2786,0,0,0,0,0,0,0,0,0,1,0,0,1399,1957201,2738124199
17/10/2018,NA,2631,0,0,0,0,0,0,0,0,0,1,0,0,1400,1960000,2.74E+09
18/10/2018,NA,2553,0,0,0,0,0,0,0,0,0,1,0,0,1401,1962801,2749884201
19/10/2018,NA,2275,0,0,0,0,0,0,0,0,0,1,0,0,1402,1965604,2755776808
20/10/2018,NA,1308,0,0,0,0,0,0,0,0,0,1,0,1,1403,1968409,2761677827
21/10/2018,NA,1613,0,0,0,0,0,0,0,0,0,1,0,1,1404,1971216,2767587264
22/10/2018,NA,2346,0,0,0,0,0,0,0,0,0,1,0,0,1405,1974025,2773505125
23/10/2018,NA,2237,0,0,0,0,0,0,0,0,0,1,0,0,1406,1976836,2779431416
24/10/2018,NA,2281,0,0,0,0,0,0,0,0,0,1,0,0,1407,1979649,2785366143
25/10/2018,NA,1799,0,0,0,0,0,0,0,0,0,1,0,0,1408,1982464,2791309312
26/10/2018,NA,1889,0,0,0,0,0,0,0,0,0,1,0,0,1409,1985281,2797260929
27/10/2018,NA,943,0,0,0,0,0,0,0,0,0,1,0,1,1410,1988100,2803221000
